Country,Lat,Long,Date,Confirmed,Deaths,Recovered,Active
Afghanistan,33.93911,67.709953,2020-04-26,6736,212,2056,4468
Afghanistan,33.93911,67.709953,2020-04-27,391,13,199,179
Afghanistan,33.93911,67.709953,2020-04-28,5892,234,3038,2620
Afghanistan,33.93911,67.709953,2020-04-29,3561,97,2017,1447
Afghanistan,33.93911,67.709953,2020-04-30,6184,93,1643,4448
Afghanistan,33.93911,67.709953,2020-05-01,3099,66,1728,1305
Afghanistan,33.93911,67.709953,2020-05-02,6278,153,4109,2016
Afghanistan,33.93911,67.709953,2020-05-03,8392,300,2432,5660
Afghanistan,33.93911,67.709953,2020-05-04,3104,101,989,2014
Afghanistan,33.93911,67.709953,2020-05-05,7215,174,4947,2094
Afghanistan,33.93911,67.709953,2020-05-06,2454,121,712,1621
Afghanistan,33.93911,67.709953,2020-05-07,8996,307,5642,3047
Afghanistan,33.93911,67.709953,2020-05-08,2731,53,1218,1460
Afghanistan,33.93911,67.709953,2020-05-09,8154,114,2638,5402
Afghanistan,33.93911,67.709953,2020-05-10,9762,157,6202,3403
Afghanistan,33.93911,67.709953,2020-05-11,5056,100,2136,2820
Afghanistan,33.93911,67.709953,2020-05-12,8110,133,3709,4268
Afghanistan,33.93911,67.709953,2020-05-13,3840,67,1457,2316
Afghanistan,33.93911,67.709953,2020-05-14,1028,22,510,496
Afghanistan,33.93911,67.709953,2020-05-15,7385,125,2080,5180
Afghanistan,33.93911,67.709953,2020-05-16,502,23,198,281
Afghanistan,33.93911,67.709953,2020-05-17,6910,91,4731,2088
Afghanistan,33.93911,67.709953,2020-05-18,9062,280,2982,5800
Afghanistan,33.93911,67.709953,2020-05-19,6938,183,3665,3090
Afghanistan,33.93911,67.709953,2020-05-20,4488,221,1627,2640
Afghanistan,33.93911,67.709953,2020-05-21,206,2,120,84
Afghanistan,33.93911,67.709953,2020-05-22,5134,133,1362,3639
Afghanistan,33.93911,67.709953,2020-05-23,5977,291,4093,1593
Afghanistan,33.93911,67.709953,2020-05-24,7721,344,3296,4081
Afghanistan,33.93911,67.709953,2020-05-25,7035,300,2237,4498
Afghanistan,33.93911,67.709953,2020-05-26,1484,30,351,1103
Afghanistan,33.93911,67.709953,2020-05-27,7858,132,2238,5488
Afghanistan,33.93911,67.709953,2020-05-28,863,31,396,436
Afghanistan,33.93911,67.709953,2020-05-29,2790,131,1028,1631
Afghanistan,33.93911,67.709953,2020-05-30,7408,239,4551,2618
Afghanistan,33.93911,67.709953,2020-05-31,8755,287,3637,4831
Afghanistan,33.93911,67.709953,2020-06-01,5116,108,1659,3349
Afghanistan,33.93911,67.709953,2020-06-02,6019,245,3061,2713
Afghanistan,33.93911,67.709953,2020-06-03,1757,30,972,755
Afghanistan,33.93911,67.709953,2020-06-04,7574,173,2147,5254
Afghanistan,33.93911,67.709953,2020-06-05,6374,172,1809,4393
Afghanistan,33.93911,67.709953,2020-06-06,6892,208,1504,5180
Afghanistan,33.93911,67.709953,2020-06-07,1678,33,953,692
Afghanistan,33.93911,67.709953,2020-06-08,3242,47,1724,1471
Afghanistan,33.93911,67.709953,2020-06-09,4636,159,2027,2450
Afghanistan,33.93911,67.709953,2020-06-10,1059,22,658,379
Afghanistan,33.93911,67.709953,2020-06-11,6668,221,4019,2428
Afghanistan,33.93911,67.709953,2020-06-12,9914,160,4884,4870
Afghanistan,33.93911,67.709953,2020-06-13,3157,92,2001,1064
Afghanistan,33.93911,67.709953,2020-06-14,5915,185,1791,3939
Afghanistan,33.93911,67.709953,2020-06-15,9789,118,2505,7166
Afghanistan,33.93911,67.709953,2020-06-16,2693,63,901,1729
Afghanistan,33.93911,67.709953,2020-06-17,3627,55,828,2744
Afghanistan,33.93911,67.709953,2020-06-18,9555,119,4448,4988
Afghanistan,33.93911,67.709953,2020-06-19,5450,270,3642,1538
Afghanistan,33.93911,67.709953,2020-06-20,1663,38,365,1260
Afghanistan,33.93911,67.709953,2020-06-21,9721,412,2537,6772
Afghanistan,33.93911,67.709953,2020-06-22,5592,112,2382,3098
Afghanistan,33.93911,67.709953,2020-06-23,7392,275,4930,2187
Afghanistan,33.93911,67.709953,2020-06-24,1306,52,467,787
Afghanistan,33.93911,67.709953,2020-06-25,6776,229,3073,3474
Afghanistan,33.93911,67.709953,2020-06-26,5864,169,1294,4401
Afghanistan,33.93911,67.709953,2020-06-27,9474,250,2597,6627
Afghanistan,33.93911,67.709953,2020-06-28,7526,180,5217,2129
Afghanistan,33.93911,67.709953,2020-06-29,8901,419,6075,2407
Afghanistan,33.93911,67.709953,2020-06-30,5575,240,1128,4207
Afghanistan,33.93911,67.709953,2020-07-01,5530,268,3737,1525
Afghanistan,33.93911,67.709953,2020-07-02,4413,66,2292,2055
Afghanistan,33.93911,67.709953,2020-07-03,3748,147,2376,1225
Afghanistan,33.93911,67.709953,2020-07-04,663,31,283,349
Afghanistan,33.93911,67.709953,2020-07-05,1998,34,914,1050
Afghanistan,33.93911,67.709953,2020-07-06,7994,101,3552,4341
Afghanistan,33.93911,67.709953,2020-07-07,1495,59,797,639
Afghanistan,33.93911,67.709953,2020-07-08,3304,108,891,2305
Afghanistan,33.93911,67.709953,2020-07-09,3763,164,808,2791
Afghanistan,33.93911,67.709953,2020-07-10,5232,81,1851,3300
Afghanistan,33.93911,67.709953,2020-07-11,1853,77,1023,753
Afghanistan,33.93911,67.709953,2020-07-12,6585,118,1981,4486
Afghanistan,33.93911,67.709953,2020-07-13,1291,21,692,578
Afghanistan,33.93911,67.709953,2020-07-14,3581,59,2452,1070
Afghanistan,33.93911,67.709953,2020-07-15,7554,321,1865,5368
Afghanistan,33.93911,67.709953,2020-07-16,7280,266,3904,3110
Afghanistan,33.93911,67.709953,2020-07-17,1636,50,690,896
Afghanistan,33.93911,67.709953,2020-07-18,3696,90,2343,1263
Afghanistan,33.93911,67.709953,2020-07-19,698,31,201,466
Afghanistan,33.93911,67.709953,2020-07-20,4737,121,2587,2029
Afghanistan,33.93911,67.709953,2020-07-21,854,36,528,290
Afghanistan,33.93911,67.709953,2020-07-22,8164,225,5488,2451
Afghanistan,33.93911,67.709953,2020-07-23,5855,146,3171,2538
Afghanistan,33.93911,67.709953,2020-07-24,7392,210,3315,3867
Afghanistan,33.93911,67.709953,2020-07-25,6528,143,3322,3063
Afghanistan,33.93911,67.709953,2020-07-26,5249,209,3330,1710
Afghanistan,33.93911,67.709953,2020-07-27,5172,155,2509,2508
Afghanistan,33.93911,67.709953,2020-07-28,1707,32,367,1308
Afghanistan,33.93911,67.709953,2020-07-29,5791,266,3853,1672
Afghanistan,33.93911,67.709953,2020-07-30,9925,251,5406,4268
Afghanistan,33.93911,67.709953,2020-07-31,5535,175,2979,2381
Afghanistan,33.93911,67.709953,2020-08-01,4931,228,1517,3186
Afghanistan,33.93911,67.709953,2020-08-02,3510,122,1858,1530
Afghanistan,33.93911,67.709953,2020-08-03,202,2,80,120
Afghanistan,33.93911,67.709953,2020-08-04,4218,200,2217,1801
Afghanistan,33.93911,67.709953,2020-08-05,8958,314,2269,6375
Afghanistan,33.93911,67.709953,2020-08-06,4389,102,2321,1966
Afghanistan,33.93911,67.709953,2020-08-07,2327,36,1628,663
Afghanistan,33.93911,67.709953,2020-08-08,8004,334,1793,5877
Afghanistan,33.93911,67.709953,2020-08-09,2931,102,2018,811
Afghanistan,33.93911,67.709953,2020-08-10,7777,243,3137,4397
Afghanistan,33.93911,67.709953,2020-08-11,197,9,125,63
Afghanistan,33.93911,67.709953,2020-08-12,7125,296,4212,2617
Afghanistan,33.93911,67.709953,2020-08-13,1930,31,933,966
Afghanistan,33.93911,67.709953,2020-08-14,6287,141,3578,2568
Afghanistan,33.93911,67.709953,2020-08-15,8800,175,5625,3000
Afghanistan,33.93911,67.709953,2020-08-16,9339,371,3754,5214
Afghanistan,33.93911,67.709953,2020-08-17,4282,48,1556,2678
Afghanistan,33.93911,67.709953,2020-08-18,2511,82,1340,1089
Afghanistan,33.93911,67.709953,2020-08-19,9986,404,6030,3552
Afghanistan,33.93911,67.709953,2020-08-20,659,29,382,248
Afghanistan,33.93911,67.709953,2020-08-21,2811,66,1683,1062
Afghanistan,33.93911,67.709953,2020-08-22,7098,304,2965,3829
Afghanistan,33.93911,67.709953,2020-08-23,6546,94,3985,2467
Afghanistan,33.93911,67.709953,2020-08-24,9561,419,2486,6656
Afghanistan,33.93911,67.709953,2020-08-25,1986,29,937,1020
Afghanistan,33.93911,67.709953,2020-08-26,8338,215,1691,6432
Afghanistan,33.93911,67.709953,2020-08-27,2911,121,1054,1736
Afghanistan,33.93911,67.709953,2020-08-28,1734,27,664,1043
Afghanistan,33.93911,67.709953,2020-08-29,1843,35,733,1075
Afghanistan,33.93911,67.709953,2020-08-30,8680,337,4754,3589
Afghanistan,33.93911,67.709953,2020-08-31,2976,115,1173,1688
Afghanistan,33.93911,67.709953,2020-09-01,1959,69,831,1059
Afghanistan,33.93911,67.709953,2020-09-02,5759,217,1835,3707
Afghanistan,33.93911,67.709953,2020-09-03,6694,212,2588,3894
Afghanistan,33.93911,67.709953,2020-09-04,2385,47,748,1590
Afghanistan,33.93911,67.709953,2020-09-05,4736,112,1120,3504
Afghanistan,33.93911,67.709953,2020-09-06,1802,31,904,867
Afghanistan,33.93911,67.709953,2020-09-07,8155,377,4355,3423
Afghanistan,33.93911,67.709953,2020-09-08,8120,270,4139,3711
Afghanistan,33.93911,67.709953,2020-09-09,6616,172,2856,3588
Afghanistan,33.93911,67.709953,2020-09-10,5534,157,2157,3220
Afghanistan,33.93911,67.709953,2020-09-11,4061,194,2565,1302
Afghanistan,33.93911,67.709953,2020-09-12,262,4,120,138
Afghanistan,33.93911,67.709953,2020-09-13,6287,210,2763,3314
Afghanistan,33.93911,67.709953,2020-09-14,8815,266,1876,6673
Afghanistan,33.93911,67.709953,2020-09-15,9208,317,3412,5479
Afghanistan,33.93911,67.709953,2020-09-16,2049,21,799,1229
Afghanistan,33.93911,67.709953,2020-09-17,5423,243,2166,3014
Afghanistan,33.93911,67.709953,2020-09-18,4548,215,2228,2105
Afghanistan,33.93911,67.709953,2020-09-19,3108,101,1450,1557
Afghanistan,33.93911,67.709953,2020-09-20,7158,271,3607,3280
Afghanistan,33.93911,67.709953,2020-09-21,7400,347,4310,2743
Afghanistan,33.93911,67.709953,2020-09-22,3170,121,1922,1127
Afghanistan,33.93911,67.709953,2020-09-23,9874,158,5520,4196
Afghanistan,33.93911,67.709953,2020-09-24,2255,74,1528,653
Afghanistan,33.93911,67.709953,2020-09-25,1154,39,241,874
Afghanistan,33.93911,67.709953,2020-09-26,4499,121,1340,3038
Afghanistan,33.93911,67.709953,2020-09-27,6295,248,1282,4765
Afghanistan,33.93911,67.709953,2020-09-28,6197,293,3245,2659
Afghanistan,33.93911,67.709953,2020-09-29,9888,464,6417,3007
Afghanistan,33.93911,67.709953,2020-09-30,1648,46,530,1072
Afghanistan,33.93911,67.709953,2020-10-01,5539,80,3675,1784
Afghanistan,33.93911,67.709953,2020-10-02,9637,476,2217,6944
Afghanistan,33.93911,67.709953,2020-10-03,4199,182,2801,1216
Afghanistan,33.93911,67.709953,2020-10-04,8445,126,3173,5146
Afghanistan,33.93911,67.709953,2020-10-05,2557,119,641,1797
Afghanistan,33.93911,67.709953,2020-10-06,5592,250,2476,2866
Afghanistan,33.93911,67.709953,2020-10-07,98,3,32,63
Afghanistan,33.93911,67.709953,2020-10-08,2200,74,753,1373
Afghanistan,33.93911,67.709953,2020-10-09,2961,76,1047,1838
Afghanistan,33.93911,67.709953,2020-10-10,4973,60,2991,1922
Afghanistan,33.93911,67.709953,2020-10-11,4433,103,2081,2249
Afghanistan,33.93911,67.709953,2020-10-12,2869,120,1020,1729
Afghanistan,33.93911,67.709953,2020-10-13,956,9,482,465
Afghanistan,33.93911,67.709953,2020-10-14,8352,194,4661,3497
Afghanistan,33.93911,67.709953,2020-10-15,5699,147,1916,3636
Afghanistan,33.93911,67.709953,2020-10-16,6944,218,2824,3902
Afghanistan,33.93911,67.709953,2020-10-17,4493,210,1172,3111
Afghanistan,33.93911,67.709953,2020-10-18,9492,226,2758,6508
Afghanistan,33.93911,67.709953,2020-10-19,4911,117,2654,2140
Afghanistan,33.93911,67.709953,2020-10-20,3987,157,1159,2671
Afghanistan,33.93911,67.709953,2020-10-21,9719,272,4495,4952
Afghanistan,33.93911,67.709953,2020-10-22,6015,114,3335,2566
Afghanistan,33.93911,67.709953,2020-10-23,1218,34,308,876
Afghanistan,33.93911,67.709953,2020-10-24,4496,70,2174,2252
Afghanistan,33.93911,67.709953,2020-10-25,4735,80,1554,3101
Afghanistan,33.93911,67.709953,2020-10-26,4555,136,3104,1315
Afghanistan,33.93911,67.709953,2020-10-27,9146,244,4040,4862
Afghanistan,33.93911,67.709953,2020-10-28,8050,375,4854,2821
Afghanistan,33.93911,67.709953,2020-10-29,3446,84,1637,1725
Afghanistan,33.93911,67.709953,2020-10-30,1045,34,231,780
Afghanistan,33.93911,67.709953,2020-10-31,6893,243,3560,3090
Afghanistan,33.93911,67.709953,2020-11-01,1693,17,1143,533
Afghanistan,33.93911,67.709953,2020-11-02,3436,125,1720,1591
Afghanistan,33.93911,67.709953,2020-11-03,8754,149,5336,3269
Afghanistan,33.93911,67.709953,2020-11-04,5895,285,3785,1825
Afghanistan,33.93911,67.709953,2020-11-05,3354,53,1053,2248
Afghanistan,33.93911,67.709953,2020-11-06,225,5,68,152
Afghanistan,33.93911,67.709953,2020-11-07,4893,65,2473,2355
Afghanistan,33.93911,67.709953,2020-11-08,7022,350,2847,3825
Afghanistan,33.93911,67.709953,2020-11-09,9151,275,5672,3204
Afghanistan,33.93911,67.709953,2020-11-10,5600,189,3640,1771
Afghanistan,33.93911,67.709953,2020-11-11,7996,101,3012,4883
Afghanistan,33.93911,67.709953,2020-11-12,9007,360,2868,5779
Afghanistan,33.93911,67.709953,2020-11-13,7683,141,4534,3008
Afghanistan,33.93911,67.709953,2020-11-14,4642,213,1566,2863
Afghanistan,33.93911,67.709953,2020-11-15,7679,139,4694,2846
Afghanistan,33.93911,67.709953,2020-11-16,8208,144,3380,4684
Afghanistan,33.93911,67.709953,2020-11-17,7339,84,3917,3338
Afghanistan,33.93911,67.709953,2020-11-18,9435,272,2337,6826
Afghanistan,33.93911,67.709953,2020-11-19,2205,71,1128,1006
Afghanistan,33.93911,67.709953,2020-11-20,1069,13,455,601
Afghanistan,33.93911,67.709953,2020-11-21,3444,141,1698,1605
Afghanistan,33.93911,67.709953,2020-11-22,1060,29,301,730
Afghanistan,33.93911,67.709953,2020-11-23,2327,72,1322,933
Afghanistan,33.93911,67.709953,2020-11-24,3420,94,2159,1167
Afghanistan,33.93911,67.709953,2020-11-25,301,7,92,202
Afghanistan,33.93911,67.709953,2020-11-26,606,19,150,437
Afghanistan,33.93911,67.709953,2020-11-27,3170,51,671,2448
Afghanistan,33.93911,67.709953,2020-11-28,699,12,364,323
Afghanistan,33.93911,67.709953,2020-11-29,5088,226,2562,2300
Afghanistan,33.93911,67.709953,2020-11-30,9331,446,4416,4469
Afghanistan,33.93911,67.709953,2020-12-01,190,4,60,126
Afghanistan,33.93911,67.709953,2020-12-02,980,20,387,573
Afghanistan,33.93911,67.709953,2020-12-03,2975,106,1479,1390
Afghanistan,33.93911,67.709953,2020-12-04,6102,160,2736,3206
Afghanistan,33.93911,67.709953,2020-12-05,1184,13,821,350
Afghanistan,33.93911,67.709953,2020-12-06,3327,54,892,2381
Afghanistan,33.93911,67.709953,2020-12-07,3394,131,1858,1405
Afghanistan,33.93911,67.709953,2020-12-08,8319,302,3345,4672
Afghanistan,33.93911,67.709953,2020-12-09,1816,20,752,1044
Afghanistan,33.93911,67.709953,2020-12-10,5854,110,3271,2473
Afghanistan,33.93911,67.709953,2020-12-11,6709,129,3664,2916
Afghanistan,33.93911,67.709953,2020-12-12,569,20,395,154
Afghanistan,33.93911,67.709953,2020-12-13,5442,58,1437,3947
Afghanistan,33.93911,67.709953,2020-12-14,1895,26,477,1392
Afghanistan,33.93911,67.709953,2020-12-15,2733,114,1536,1083
Afghanistan,33.93911,67.709953,2020-12-16,3863,66,1889,1908
Afghanistan,33.93911,67.709953,2020-12-17,7455,269,2512,4674
Afghanistan,33.93911,67.709953,2020-12-18,4014,78,962,2974
Afghanistan,33.93911,67.709953,2020-12-19,1686,23,409,1254
Afghanistan,33.93911,67.709953,2020-12-20,3009,59,1947,1003
Afghanistan,33.93911,67.709953,2020-12-21,7806,303,2310,5193
Afghanistan,33.93911,67.709953,2020-12-22,154,6,55,93
Afghanistan,33.93911,67.709953,2020-12-23,1409,60,441,908
Afghanistan,33.93911,67.709953,2020-12-24,784,20,295,469
Afghanistan,33.93911,67.709953,2020-12-25,8096,297,1900,5899
Afghanistan,33.93911,67.709953,2020-12-26,7560,137,3474,3949
Afghanistan,33.93911,67.709953,2020-12-27,7343,159,1716,5468
Afghanistan,33.93911,67.709953,2020-12-28,7206,330,4324,2552
Afghanistan,33.93911,67.709953,2020-12-29,5596,58,1773,3765
Afghanistan,33.93911,67.709953,2020-12-30,5801,77,2726,2998
Afghanistan,33.93911,67.709953,2020-12-31,2806,51,1795,960
Afghanistan,33.93911,67.709953,2021-01-01,537,5,282,250
Afghanistan,33.93911,67.709953,2021-01-02,5986,103,2792,3091
Afghanistan,33.93911,67.709953,2021-01-03,1841,61,666,1114
Afghanistan,33.93911,67.709953,2021-01-04,8716,234,3194,5288
Afghanistan,33.93911,67.709953,2021-01-05,6971,318,3727,2926
Afghanistan,33.93911,67.709953,2021-01-06,5625,240,3921,1464
Afghanistan,33.93911,67.709953,2021-01-07,2950,69,1566,1315
Afghanistan,33.93911,67.709953,2021-01-08,7992,162,3827,4003
Afghanistan,33.93911,67.709953,2021-01-09,4780,120,2702,1958
Afghanistan,33.93911,67.709953,2021-01-10,2368,79,1024,1265
Afghanistan,33.93911,67.709953,2021-01-11,6655,137,1531,4987
Afghanistan,33.93911,67.709953,2021-01-12,8173,285,3932,3956
Afghanistan,33.93911,67.709953,2021-01-13,4495,118,3051,1326
Afghanistan,33.93911,67.709953,2021-01-14,9163,293,2635,6235
Afghanistan,33.93911,67.709953,2021-01-15,6002,164,3271,2567
Afghanistan,33.93911,67.709953,2021-01-16,6614,144,1987,4483
Afghanistan,33.93911,67.709953,2021-01-17,9358,448,4378,4532
Afghanistan,33.93911,67.709953,2021-01-18,5919,239,1469,4211
Afghanistan,33.93911,67.709953,2021-01-19,853,13,362,478
Afghanistan,33.93911,67.709953,2021-01-20,4146,185,2396,1565
Afghanistan,33.93911,67.709953,2021-01-21,3769,111,1408,2250
Afghanistan,33.93911,67.709953,2021-01-22,574,26,305,243
Afghanistan,33.93911,67.709953,2021-01-23,1148,48,686,414
Afghanistan,33.93911,67.709953,2021-01-24,6293,169,4175,1949
Afghanistan,33.93911,67.709953,2021-01-25,6457,70,2048,4339
Afghanistan,33.93911,67.709953,2021-01-26,7509,155,3001,4353
Afghanistan,33.93911,67.709953,2021-01-27,9907,313,2736,6858
Afghanistan,33.93911,67.709953,2021-01-28,4777,168,3325,1284
Afghanistan,33.93911,67.709953,2021-01-29,3854,78,2557,1219
Afghanistan,33.93911,67.709953,2021-01-30,2491,38,1170,1283
Afghanistan,33.93911,67.709953,2021-01-31,3124,135,1940,1049
Afghanistan,33.93911,67.709953,2021-02-01,5691,280,2620,2791
Afghanistan,33.93911,67.709953,2021-02-02,3051,94,1561,1396
Afghanistan,33.93911,67.709953,2021-02-03,4,0,0,4
Afghanistan,33.93911,67.709953,2021-02-04,5222,109,3016,2097
Afghanistan,33.93911,67.709953,2021-02-05,5315,57,1402,3856
Afghanistan,33.93911,67.709953,2021-02-06,4869,226,2984,1659
Afghanistan,33.93911,67.709953,2021-02-07,876,12,517,347
Afghanistan,33.93911,67.709953,2021-02-08,9183,303,5090,3790
Afghanistan,33.93911,67.709953,2021-02-09,7027,147,1532,5348
Afghanistan,33.93911,67.709953,2021-02-10,4142,133,1456,2553
Afghanistan,33.93911,67.709953,2021-02-11,6966,251,2309,4406
Afghanistan,33.93911,67.709953,2021-02-12,7079,305,2690,4084
Afghanistan,33.93911,67.709953,2021-02-13,7987,145,1947,5895
Afghanistan,33.93911,67.709953,2021-02-14,6799,70,4544,2185
Afghanistan,33.93911,67.709953,2021-02-15,4465,69,2129,2267
Afghanistan,33.93911,67.709953,2021-02-16,635,29,224,382
Afghanistan,33.93911,67.709953,2021-02-17,1693,76,674,943
Afghanistan,33.93911,67.709953,2021-02-18,9874,334,4182,5358
Afghanistan,33.93911,67.709953,2021-02-19,4752,161,2377,2214
Afghanistan,33.93911,67.709953,2021-02-20,8311,304,3805,4202
Afghanistan,33.93911,67.709953,2021-02-21,830,14,547,269
Afghanistan,33.93911,67.709953,2021-02-22,5177,241,2321,2615
Afghanistan,33.93911,67.709953,2021-02-23,9561,255,6655,2651
Afghanistan,33.93911,67.709953,2021-02-24,8932,226,5588,3118
Afghanistan,33.93911,67.709953,2021-02-25,8308,255,2527,5526
Afghanistan,33.93911,67.709953,2021-02-26,5949,70,3957,1922
Afghanistan,33.93911,67.709953,2021-02-27,2838,47,732,2059
Afghanistan,33.93911,67.709953,2021-02-28,1150,45,700,405
